,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,yr_built,yr_renovated,zipcode,house_age,city_rank
8849,2014,214000,3,2.5,1600,2231,2.0,0,0,3,7,2003,0,98001,11,23.0
8850,2015,455000,2,1.0,910,5759,1.0,0,0,3,6,1951,0,98125,64,10.0
8851,2014,275000,3,2.5,2497,4400,2.0,0,0,3,8,2007,0,98001,7,23.0
8852,2014,305000,3,1.5,1800,12196,1.0,0,0,4,7,1966,0,98023,48,24.0
8853,2015,449000,5,2.5,2570,61855,1.0,0,0,4,7,1981,0,98092,34,23.0
8854,2014,366000,3,2.5,1320,4320,1.0,0,0,3,6,1918,0,98106,96,10.0
8855,2015,348000,3,2.5,1670,5090,2.0,0,0,3,7,2003,0,98056,12,19.0
8856,2014,515000,4,2.5,2800,21370,2.0,0,0,3,8,2003,0,98028,11,14.0
8857,2014,950000,4,2.5,3360,11548,2.0,0,0,3,9,1988,0,98033,26,6.0
8858,2014,815000,3,2.5,2590,21494,2.0,0,0,4,8,1991,0,98074,23,4.0
8859,2015,199950,3,3.0,1530,2132,2.0,0,0,3,8,1993,0,98038,22,20.0
8860,2014,386000,3,2.0,1330,8100,1.0,0,0,4,7,1969,0,98034,45,6.0
8861,2015,273000,3,2.25,2160,7964,2.0,0,0,3,8,1991,0,98042,24,22.0
8862,2015,284000,4,2.5,1830,6360,2.0,0,0,3,8,1994,0,98031,21,22.0
8863,2014,399950,3,1.0,1470,7930,1.0,0,0,3,7,1950,0,98177,64,10.0
8864,2015,285000,3,1.75,1150,6423,1.0,0,0,3,5,1927,0,98115,88,10.0
8865,2015,315000,3,2.5,1790,6452,2.0,0,0,3,7,2004,0,98038,11,20.0
8866,2014,250000,3,1.0,1700,7700,1.0,0,0,3,7,1960,0,98168,54,10.0
8867,2015,290000,4,2.0,1630,7618,1.5,0,0,3,7,1967,0,98198,48,10.0
8868,2014,725000,4,2.5,3420,30410,2.0,0,0,3,9,1988,0,98077,26,7.0
8869,2014,410000,3,2.0,1650,9641,1.5,0,0,3,7,1983,0,98034,31,6.0
8870,2014,855000,4,2.5,2810,52062,1.5,0,0,4,9,1988,0,98075,26,4.0
8871,2014,399900,4,2.5,2710,8127,2.0,0,0,3,8,1994,0,98038,20,20.0
8872,2014,852600,4,2.5,3320,11901,2.0,0,0,5,9,1977,0,98006,37,3.0
8873,2014,235000,2,1.0,720,6321,1.0,0,0,3,6,1940,0,98118,74,10.0
8874,2014,230950,2,1.0,930,12724,1.0,0,0,4,6,1912,0,98014,102,15.0
8875,2015,230000,3,2.25,1490,8722,2.0,0,0,3,7,1997,0,98030,18,22.0
8876,2014,404763,3,2.5,1690,1609,2.0,0,0,3,8,2014,0,98029,0,8.0
8877,2014,245000,3,2.5,1720,3407,2.0,0,0,3,7,1992,0,98031,22,22.0
8878,2015,188000,3,1.5,1140,8500,1.0,0,0,4,7,1964,0,98022,51,21.0
8879,2014,626100,4,2.5,2280,7219,2.0,0,0,4,8,1987,0,98029,27,8.0
8880,2015,428750,3,1.0,1100,4080,1.0,0,0,4,7,1929,0,98103,86,10.0
8881,2014,522000,4,2.25,1800,8623,1.0,0,0,4,8,1980,0,98033,34,6.0
8882,2015,684000,4,2.5,2500,8434,2.0,0,0,4,8,1988,0,98052,27,5.0
8883,2015,1070000,3,2.25,2950,7232,1.0,0,2,3,8,1983,0,98136,32,10.0
8884,2015,611206,1,1.0,1940,6300,1.0,0,3,3,8,1963,0,98116,52,10.0
8885,2014,350000,2,1.0,1280,5250,1.0,0,0,4,7,1942,0,98126,72,10.0
8886,2015,894000,4,2.5,3800,22029,2.0,0,0,3,9,1993,0,98053,22,5.0
8887,2014,420000,2,1.0,930,5368,1.0,0,0,4,7,1953,0,98115,61,10.0
8888,2014,400000,5,2.0,1930,9747,1.0,0,0,4,7,1962,0,98028,52,14.0
8889,2014,675000,3,3.0,2980,28000,1.0,0,0,3,10,1981,0,98052,33,5.0
8890,2014,426000,4,2.5,2800,8494,2.0,0,0,3,8,2004,0,98038,10,20.0
8891,2014,750000,4,2.25,3190,11597,2.0,0,0,3,10,1984,0,98074,30,4.0
8892,2014,368000,3,1.75,1710,10800,1.0,0,0,4,7,1958,0,98028,56,14.0
8893,2015,342000,3,1.0,1980,6450,1.0,0,0,4,6,1950,0,98106,65,10.0
8894,2014,700000,3,1.75,1910,4800,1.0,0,0,3,7,1959,0,98103,55,10.0
8895,2014,848750,6,3.75,3160,5000,2.0,0,0,3,8,1989,0,98107,25,10.0
8896,2015,720000,3,2.0,1590,5200,1.0,0,0,3,7,1939,0,98103,76,10.0
8897,2014,525000,4,2.25,1890,8549,1.0,0,0,3,8,1967,0,98008,47,3.0
8898,2015,397900,3,2.75,2500,35245,1.0,0,0,3,7,2000,0,98042,15,22.0
8899,2014,405000,3,2.0,1740,18000,1.0,0,0,3,7,1989,0,98028,25,14.0
8900,2015,392800,3,2.0,1080,11856,1.0,0,0,5,7,1986,0,98033,29,6.0
8901,2015,394999,3,1.5,1730,7800,1.0,0,0,3,7,1958,0,98133,57,10.0
8902,2014,340000,3,2.5,2480,6112,2.0,0,0,3,7,2004,0,98058,10,19.0
8903,2014,482500,3,2.25,1450,1445,2.0,0,0,3,7,2005,0,98122,9,10.0
8904,2014,812500,4,2.5,2750,10159,2.0,0,0,3,10,1991,0,98006,23,3.0
8905,2014,450000,3,2.5,2820,10208,1.0,0,1,4,8,1954,0,98028,60,14.0
8906,2014,398000,3,1.75,1830,27468,1.0,0,0,3,7,1954,0,98028,60,14.0
8907,2015,1080000,2,3.25,1550,1767,3.0,1,3,3,8,2006,0,98075,9,4.0
8908,2014,540000,2,2.0,1640,3021,1.0,0,2,3,7,1959,0,98107,55,10.0
8909,2014,275000,4,2.0,1720,5472,1.0,0,0,3,6,1923,0,98118,91,10.0
8910,2014,780000,5,2.0,2880,12000,2.0,0,0,3,8,1921,0,98144,93,10.0
8911,2014,225000,3,1.5,1220,8345,1.5,0,0,3,7,1931,0,98178,83,10.0
8912,2014,503045,3,3.0,1560,2250,2.0,0,0,3,9,2009,0,98103,5,10.0
8913,2014,249000,2,2.0,1090,1357,2.0,0,0,3,7,1990,0,98028,24,14.0
8914,2014,569950,4,1.0,1140,5940,1.0,0,2,3,7,1916,0,98103,98,10.0
8915,2015,450000,2,2.25,1040,1377,2.0,0,0,3,8,2003,0,98105,12,10.0
8916,2014,1100000,4,2.0,2580,6000,1.0,0,0,5,9,1950,0,98199,64,10.0
8917,2014,700000,4,2.5,2310,3570,1.5,0,0,3,7,1927,2014,98103,87,10.0
8918,2014,454000,3,2.5,1590,4094,2.0,0,0,3,7,1991,0,98122,23,10.0
8919,2015,555000,3,1.75,1270,9170,1.0,0,0,3,7,1969,0,98052,46,5.0
8920,2015,214000,3,1.5,1240,5200,1.0,0,0,5,6,1970,0,98042,45,22.0
8921,2014,590000,3,2.5,2210,8622,2.0,0,0,3,8,1988,0,98029,26,8.0
8922,2014,459900,3,1.75,2340,51836,1.5,0,0,3,8,1978,0,98027,36,8.0
8923,2015,205000,3,1.5,1420,5000,1.0,0,0,3,7,1987,0,98198,28,10.0
8924,2015,390000,3,1.75,1430,9857,1.0,0,2,4,7,1980,0,98045,35,16.0
8925,2014,970500,3,2.75,2470,10125,2.0,0,0,3,8,1960,2012,98040,54,2.0
8926,2015,790000,3,2.5,2390,15084,2.0,0,0,3,8,2000,0,98010,15,18.0
8927,2014,320000,3,1.0,1120,10576,1.0,0,0,4,7,1969,0,98077,45,7.0
8928,2014,552500,3,2.25,2700,4025,2.0,0,0,4,8,1907,0,98122,107,10.0
8929,2014,1050000,3,3.0,3490,4500,2.5,0,0,3,9,1924,0,98102,90,10.0
8930,2014,230000,3,1.0,1640,7187,1.0,0,0,3,7,1966,0,98058,48,19.0
8931,2014,680000,3,1.75,1620,5500,1.0,0,0,3,7,1950,0,98112,64,10.0
8932,2014,985000,3,1.75,1670,5400,2.0,0,0,5,8,1912,0,98112,102,10.0
8933,2014,375000,4,2.5,1870,7471,2.0,0,0,3,8,1990,0,98055,24,19.0
8934,2015,431000,2,1.5,1300,4000,1.5,0,0,4,6,1900,0,98144,115,10.0
8935,2014,463000,3,2.5,2190,17108,2.0,0,0,3,8,1991,0,98019,23,17.0
8936,2014,350000,3,1.75,1320,10500,1.0,0,0,3,7,1966,0,98034,48,6.0
8937,2015,485000,3,1.0,1250,7200,1.0,0,0,3,7,1964,0,98008,51,3.0
8938,2014,355000,4,1.75,2040,15000,1.0,0,0,4,7,1967,0,98092,47,23.0
8939,2015,603500,3,1.75,2140,7280,1.0,0,0,3,7,1910,0,98117,105,10.0
8940,2014,860000,5,1.75,2510,6000,1.5,0,0,5,8,1920,0,98144,94,10.0
8941,2015,259875,5,2.5,2200,6250,2.0,0,0,3,7,1996,0,98038,19,20.0
8942,2014,685000,4,2.5,2170,8680,1.0,0,0,3,7,1959,0,98004,55,3.0
8943,2014,382500,4,2.5,2980,8786,2.0,0,0,3,8,2003,0,98038,11,20.0
8944,2015,490000,3,1.0,1180,2250,1.5,0,0,3,7,1902,0,98117,113,10.0
8945,2015,229000,3,2.0,1540,6000,1.0,0,0,4,6,1953,0,98155,62,10.0
8946,2014,580000,5,2.5,3110,15783,1.0,0,0,3,8,1974,0,98052,40,5.0
8947,2014,510000,3,1.75,1370,6700,1.0,0,0,3,8,1940,2012,98117,74,10.0
8948,2014,489990,5,2.25,2440,20828,1.5,0,0,4,8,1975,0,98042,39,22.0
8949,2014,440000,3,2.25,1760,1800,2.0,0,0,3,7,1983,0,98199,31,10.0
8950,2015,479950,3,2.5,2810,4984,1.0,0,0,3,9,2006,0,98055,9,19.0
8951,2014,806000,4,2.5,2500,206474,1.0,0,0,3,10,1997,0,98053,17,5.0
8952,2014,875000,4,2.5,3220,22588,2.0,0,0,3,10,1996,0,98077,18,7.0
8953,2014,710800,3,2.5,2880,36820,2.0,0,0,3,10,1992,0,98077,22,7.0
8954,2015,565000,3,2.5,2700,6037,2.0,0,0,3,8,2004,0,98065,11,11.0
8955,2015,359999,5,3.0,2680,9624,2.0,0,0,3,7,1995,0,98010,20,18.0
8956,2015,625000,3,1.75,1780,4500,1.0,0,0,4,7,1922,0,98117,93,10.0
8957,2014,349950,3,2.5,2240,7565,2.0,0,0,3,8,1999,0,98003,15,24.0
8958,2014,415000,4,2.0,1610,9600,1.0,0,0,5,7,1967,0,98056,47,19.0
8959,2014,435000,2,2.0,1440,1170,2.0,0,0,3,9,2004,0,98116,10,10.0
8960,2014,225000,3,1.75,1550,9060,2.0,0,0,3,7,1948,1979,98146,66,10.0
8961,2014,770000,3,1.75,1720,5000,1.0,0,0,3,9,1954,2014,98122,60,10.0
8962,2015,340000,3,1.75,1740,10800,1.0,0,0,3,7,1959,0,98133,56,10.0
8963,2015,965000,5,2.75,3280,12673,1.0,0,0,4,9,1981,0,98006,34,3.0
8964,2015,667000,3,2.75,2216,31215,1.0,0,0,3,9,1968,2005,98092,47,23.0
8965,2014,250000,1,1.0,1100,4373,1.0,0,0,2,6,1947,0,98166,67,10.0
8966,2014,397990,3,1.0,1180,11862,1.0,0,0,4,7,1948,0,98177,66,10.0
8967,2014,535000,3,1.75,2020,10031,1.0,0,0,5,7,1952,0,98155,62,10.0
8968,2014,265950,3,1.5,1150,8450,1.0,0,0,4,6,1951,0,98178,63,10.0
8969,2014,258000,3,1.75,2090,7461,1.0,0,0,3,6,1986,0,98030,28,22.0
8970,2014,505500,3,2.5,1300,1187,3.0,0,0,3,8,2005,0,98107,9,10.0
8971,2014,455000,5,2.5,2240,7770,1.0,0,0,3,7,1978,0,98034,36,6.0
8972,2014,1350000,5,3.25,3540,5971,1.0,0,2,3,10,2005,0,98033,9,6.0
8973,2015,600000,4,2.25,2840,31720,1.0,0,0,3,8,1958,0,98177,57,10.0
8974,2015,329800,4,2.5,2080,7047,2.0,0,0,3,8,1996,0,98092,19,23.0
8975,2015,222000,2,1.0,1550,38449,1.0,0,0,3,6,1947,0,98055,68,19.0
8976,2015,450000,4,2.5,1900,9240,1.0,0,0,3,7,1962,0,98007,53,3.0
8977,2014,952000,3,3.5,2760,4500,2.0,0,0,3,9,2004,0,98119,10,10.0
8978,2014,625000,4,2.0,1410,4480,1.5,0,0,3,8,1927,0,98109,87,10.0
8979,2015,226800,2,1.0,1240,11393,1.0,0,0,4,7,1960,0,98030,55,22.0
8980,2014,1210000,5,4.25,4420,13497,2.0,0,0,3,11,2000,0,98059,14,19.0
8981,2014,350000,4,2.75,3390,16153,1.0,0,0,4,7,1961,0,98031,53,22.0
8982,2015,395000,3,1.75,1400,8640,1.0,0,0,3,7,1962,0,98011,53,12.0
8983,2014,285000,5,3.0,2110,5260,2.0,0,0,3,7,2002,0,98118,12,10.0
8984,2015,553000,3,1.0,1310,18135,1.0,0,0,3,7,1948,0,98008,67,3.0
8985,2015,254000,3,1.0,1270,16800,1.0,0,0,4,7,1957,0,98188,58,10.0
8986,2014,348140,2,1.5,2060,10880,1.0,0,0,3,6,1924,0,98106,90,10.0
8987,2014,354950,4,2.75,2530,7350,1.0,0,0,5,8,1977,0,98023,37,24.0
8988,2014,706000,3,2.75,1900,6400,1.0,0,0,5,7,1942,0,98105,72,10.0
8989,2014,499000,4,2.5,2910,6479,2.0,0,0,3,7,2006,0,98065,8,11.0
8990,2014,427500,3,1.5,1900,43186,1.5,0,0,4,7,1971,0,98038,43,20.0
8991,2015,439000,5,3.5,2880,10000,2.0,0,3,3,8,1991,0,98055,24,19.0
8992,2014,545000,4,2.5,2820,25995,2.0,0,0,3,9,1998,0,98010,16,18.0
8993,2014,842000,3,1.0,1620,4774,1.5,0,0,3,7,1920,0,98103,94,10.0
8994,2014,685000,4,2.5,3320,38043,2.0,0,0,3,9,1997,0,98053,17,5.0
8995,2014,665000,4,3.5,3770,47480,2.0,0,0,3,9,2003,0,98010,11,18.0
8996,2014,255000,2,1.0,1200,9000,1.0,0,2,5,6,1917,0,98198,97,10.0
8997,2014,565000,5,2.25,2130,4360,1.0,0,2,3,8,1959,0,98199,55,10.0
8998,2015,274000,5,1.75,1950,8720,1.0,0,0,3,7,1962,0,98001,53,23.0
8999,2014,260000,3,2.0,1920,8075,1.0,0,0,4,7,1969,0,98023,45,24.0
9000,2014,581000,4,2.0,2510,13695,1.0,0,0,4,7,1961,2001,98033,53,6.0
9001,2014,625000,3,1.5,1990,5978,1.5,1,4,4,7,1926,0,98198,88,10.0
9002,2014,220000,3,1.0,1230,9720,1.0,0,0,5,7,1969,0,98042,45,22.0
9003,2014,765000,3,2.25,3190,324086,2.0,0,2,3,9,1982,0,98024,32,9.0
9004,2014,1330000,6,4.25,5720,10213,2.0,0,0,3,10,2004,0,98006,10,3.0
9005,2015,700000,8,2.5,2280,3000,1.5,0,0,3,7,1911,0,98105,104,10.0
9006,2014,351000,4,1.0,1550,7260,1.0,0,0,4,6,1959,0,98008,55,3.0
9007,2014,413565,3,2.5,1690,1613,2.0,0,0,3,8,2014,0,98029,0,8.0
9008,2014,363000,3,3.25,1651,1779,2.0,0,0,3,8,2008,0,98133,6,10.0
9009,2015,679000,4,1.75,2260,41236,1.0,0,0,4,8,1962,0,98029,53,8.0
9010,2014,473000,2,1.75,1510,4555,1.0,0,0,3,8,2005,0,98053,9,5.0
9011,2015,585888,3,2.0,1490,7431,1.0,0,0,4,7,1966,0,98052,49,5.0
9012,2014,405000,4,2.5,2220,4652,2.0,0,0,3,7,2001,0,98059,13,19.0
9013,2015,650000,3,1.75,2800,19386,1.0,1,4,3,8,1965,0,98198,50,10.0
9014,2015,415000,4,2.5,2210,213008,1.0,0,0,4,7,1975,0,98038,40,20.0
9015,2014,575000,3,2.0,2150,3880,1.0,0,0,3,8,1951,0,98117,63,10.0
9016,2014,220000,3,2.25,1400,7205,1.0,0,0,3,7,1985,0,98030,29,22.0
9017,2014,610000,4,3.0,2450,10117,1.0,0,0,5,8,1967,0,98006,47,3.0
9018,2014,499950,3,1.0,980,6380,1.0,0,0,3,7,1941,0,98115,73,10.0
9019,2015,883000,4,2.5,2800,6874,2.0,0,0,3,9,1990,0,98112,25,10.0
9020,2014,436000,2,1.0,1240,8100,1.5,0,2,3,7,1925,0,98125,89,10.0
9021,2014,320000,3,2.5,1610,1356,2.0,0,0,3,8,2007,0,98106,7,10.0
9022,2014,425000,3,1.75,1510,44000,1.0,0,0,3,7,1989,0,98045,25,16.0
9023,2014,204700,4,2.0,1670,9987,1.0,0,0,3,7,1967,0,98001,47,23.0
9024,2014,384000,6,3.0,2320,4502,1.0,0,0,4,7,1987,0,98108,27,10.0
9025,2015,314000,3,2.75,1900,8200,2.0,0,0,4,7,1984,0,98031,31,22.0
9026,2015,535000,3,2.5,2390,6263,2.0,0,0,3,9,2003,0,98028,12,14.0
9027,2014,568000,4,1.75,2110,265716,1.0,0,0,4,8,1979,0,98053,35,5.0
9028,2015,426000,4,1.5,1470,5850,1.0,0,0,4,7,1973,0,98052,42,5.0
9029,2014,675000,4,2.75,2670,6780,2.0,0,3,5,8,1908,0,98118,106,10.0
9030,2014,380000,4,2.5,2540,6365,2.0,0,0,3,8,2000,0,98055,14,19.0
9031,2014,685000,3,2.5,3450,8000,3.0,0,0,4,8,1927,1975,98116,87,10.0
9032,2014,429000,3,2.0,1700,52826,1.0,0,0,3,7,1991,0,98058,23,19.0
9033,2015,799000,4,1.5,1810,6583,1.0,0,0,3,7,1968,0,98133,47,10.0
9034,2014,318500,5,1.75,1550,6986,1.0,0,0,3,7,1978,0,98106,36,10.0
9035,2015,925000,3,3.25,4110,20900,2.0,0,0,3,9,2002,0,98006,13,3.0
9036,2015,420000,3,1.5,2080,5000,1.0,0,0,3,7,1963,0,98118,52,10.0
9037,2014,570000,2,1.0,1100,4000,1.0,0,0,3,7,1906,0,98109,108,10.0
9038,2014,1050000,4,2.75,3950,12840,2.0,0,0,5,8,1960,0,98040,54,2.0
9039,2014,333000,3,1.0,1250,8450,1.0,0,0,4,7,1954,0,98146,60,10.0
9040,2015,1360000,2,1.75,2620,14138,2.0,1,4,3,8,1931,1991,98125,84,10.0
9041,2014,660000,3,2.5,2290,2798,3.0,0,0,4,9,1953,1983,98102,61,10.0
9042,2014,350000,6,4.5,3500,8504,2.0,0,0,3,7,1980,0,98155,34,10.0
9043,2014,399990,5,2.75,1690,4000,1.0,0,0,5,7,1943,0,98106,71,10.0
9044,2014,860000,5,3.25,4500,9648,2.0,0,4,4,8,1968,0,98125,46,10.0
9045,2014,216180,2,1.0,1120,7797,1.0,0,0,3,6,1948,0,98055,66,19.0
9046,2014,300000,4,2.25,1740,9613,2.0,0,0,5,8,1989,0,98058,25,19.0
9047,2014,145000,3,1.0,1010,11880,1.0,0,0,3,7,1960,0,98030,54,22.0
9048,2014,250000,3,1.75,1200,24805,1.0,0,0,3,6,1984,0,98031,30,22.0
9049,2014,245000,3,1.0,1020,8625,1.0,0,0,3,7,1978,0,98045,36,16.0
9050,2014,445000,3,1.75,1850,7056,2.5,0,0,4,8,1979,0,98052,35,5.0
9051,2014,562000,3,1.5,1830,8000,1.0,0,0,4,7,1957,0,98008,57,3.0
9052,2014,501000,4,1.0,2070,7519,1.0,0,0,3,7,1963,0,98008,51,3.0
9053,2015,190000,3,1.75,1160,5850,1.0,0,0,4,6,1918,0,98146,97,10.0
9054,2014,862500,4,2.75,3280,24440,2.0,0,0,3,10,1996,0,98077,18,7.0
9055,2014,1090000,5,2.5,2340,6000,2.0,0,0,4,10,1922,0,98144,92,10.0
9056,2014,575000,5,3.0,3690,49709,1.0,0,2,3,9,1960,0,98198,54,10.0
9057,2014,250000,1,1.0,720,123710,1.0,0,0,4,6,1935,0,98092,79,23.0
9058,2015,310000,7,1.5,2660,15111,1.5,0,0,4,7,1962,0,98059,53,19.0
9059,2014,1400000,5,3.25,4300,9270,2.0,0,3,3,10,1957,2009,98116,57,10.0
9060,2014,284850,3,1.5,1590,8256,1.0,0,1,3,7,1969,0,98003,45,24.0
9061,2015,570000,4,2.5,2590,7910,2.0,0,0,3,9,2003,0,98028,12,14.0
9062,2014,304000,3,1.75,1720,6000,1.0,0,2,3,7,1954,0,98178,60,10.0
9063,2014,560000,4,2.5,1790,9787,1.0,0,2,4,8,1983,0,98056,31,19.0
9064,2014,325000,3,1.0,1590,8160,1.0,0,1,3,7,1954,0,98198,60,10.0
9065,2015,557510,4,2.0,1580,4800,1.5,0,2,3,7,1912,0,98136,103,10.0
9066,2015,305000,4,2.25,2580,8820,1.0,0,0,4,9,1967,0,98023,48,24.0
9067,2014,320000,5,1.0,1740,27350,1.0,0,0,4,5,1958,0,98059,56,19.0
9068,2014,455000,5,2.25,3470,28212,1.5,0,0,4,8,1978,0,98042,36,22.0
9069,2014,383001,3,1.0,1180,7210,1.0,0,0,4,7,1963,0,98034,51,6.0
9070,2014,545000,3,1.75,1700,51649,1.5,0,0,5,6,1931,0,98059,83,19.0
9071,2015,487500,2,1.0,1190,5000,1.0,0,0,3,7,1925,0,98116,90,10.0
9072,2014,345000,5,2.5,2450,6994,2.0,0,0,3,8,2002,0,98030,12,22.0
9073,2014,583000,6,2.75,2630,16411,1.0,0,0,4,8,1974,0,98052,40,5.0
9074,2014,534950,3,2.25,2130,12286,2.0,0,0,3,8,1977,0,98052,37,5.0
9075,2014,403504,4,1.0,1060,5750,1.0,0,0,3,6,1904,0,98199,110,10.0
9076,2015,500000,3,1.75,1480,6120,1.5,0,0,3,7,1946,0,98115,69,10.0
9077,2015,319502,3,1.75,1610,38707,1.0,0,0,3,7,1990,0,98010,25,18.0
9078,2014,525000,4,2.75,2440,5080,2.0,0,0,3,8,1960,0,98126,54,10.0
9079,2014,563000,4,3.0,3100,15480,2.0,0,0,3,8,1996,0,98028,18,14.0
9080,2014,898500,4,2.75,2890,5000,1.5,0,0,3,8,1911,2014,98117,103,10.0
9081,2014,651000,3,2.5,3240,108366,2.0,0,0,4,10,1991,0,98042,23,22.0
9082,2014,450000,4,2.75,2900,6400,2.0,0,0,3,7,1911,1970,98136,103,10.0
9083,2015,665000,4,2.25,2650,8149,1.0,0,0,4,8,1975,0,98006,40,3.0
9084,2014,825000,4,2.5,2560,4000,2.0,0,0,5,8,1929,0,98117,85,10.0
9085,2014,200000,3,1.0,1150,4800,1.5,0,0,4,6,1938,0,98002,76,23.0
9086,2014,295000,3,2.0,1760,6092,1.0,0,0,3,7,1998,0,98030,16,22.0
9087,2014,748000,4,2.5,3220,8379,2.0,0,0,3,10,2004,0,98034,10,6.0
9088,2014,580000,3,2.5,3200,18750,1.0,0,0,2,9,1967,1996,98027,47,8.0
9089,2015,275000,3,1.0,1250,10744,1.0,0,0,3,6,1942,0,98198,73,10.0
9090,2015,196000,3,1.0,1000,8470,1.0,0,0,4,6,1963,0,98023,52,24.0
9091,2014,235750,2,1.0,740,11250,1.0,0,0,2,6,1938,0,98146,76,10.0
9092,2015,315000,3,2.25,2170,8480,1.0,0,0,3,8,1965,0,98148,50,10.0
9093,2014,338000,4,2.5,2370,10631,2.0,0,0,3,8,1999,0,98003,15,24.0
9094,2015,353000,4,2.5,2300,4249,2.0,0,0,3,8,2006,0,98038,9,20.0
9095,2014,235000,3,1.75,1400,6300,1.0,0,0,3,7,1998,0,98022,16,21.0
9096,2015,569999,3,2.5,3080,13880,2.0,0,0,3,9,1990,0,98038,25,20.0
9097,2014,505000,4,2.25,2350,12540,2.0,0,0,3,8,1968,0,98177,46,10.0
9098,2015,1230000,4,3.0,2660,4600,1.5,0,0,3,8,1906,2002,98112,109,10.0
9099,2014,299000,2,1.75,1250,34395,1.0,0,0,4,7,1950,0,98003,64,24.0
9100,2014,240000,3,2.0,1100,6360,1.0,0,0,3,7,1991,0,98038,23,20.0
9101,2015,1960000,3,1.75,3330,12566,1.0,1,4,4,8,1960,0,98040,55,2.0
9102,2014,1270000,4,3.25,3640,3604,2.0,0,2,5,9,1913,0,98122,101,10.0
9103,2015,405000,2,1.75,1350,2653,2.0,0,0,3,7,1986,0,98033,29,6.0
9104,2014,304000,4,2.0,1310,8454,1.0,0,0,4,7,1953,0,98155,61,10.0
9105,2014,272000,4,2.25,1800,5555,2.0,0,0,3,7,2003,0,98038,11,20.0
9106,2014,412000,2,1.0,1260,3960,1.0,0,0,3,6,1925,0,98117,89,10.0
9107,2014,698000,4,2.5,2990,7231,2.0,0,0,3,9,2001,0,98075,13,4.0
9108,2014,400000,2,1.0,1140,5100,1.0,0,0,3,7,1942,0,98136,72,10.0
9109,2014,305000,3,2.5,2100,6825,2.0,0,0,3,8,1994,0,98055,20,19.0
9110,2014,585000,4,2.0,2400,12753,1.0,0,0,4,7,1962,0,98033,52,6.0
9111,2014,190000,2,1.5,1400,9031,1.0,0,0,3,7,1982,0,98023,32,24.0
9112,2014,760000,4,2.5,2990,12788,2.0,0,0,3,10,1988,0,98075,26,4.0
9113,2014,570000,3,1.75,1930,36210,1.0,0,0,3,8,1977,0,98072,37,7.0
9114,2014,144000,3,1.0,980,6800,1.0,0,0,3,6,1946,0,98058,68,19.0
9115,2014,139000,2,1.0,690,5280,1.0,0,0,4,5,1942,0,98056,72,19.0
9116,2014,525000,4,1.5,1430,6380,1.5,0,0,4,7,1945,0,98115,69,10.0
9117,2014,293000,1,1.0,1110,5421,1.0,0,0,3,6,1935,0,98177,79,10.0
9118,2015,267100,2,2.5,1250,1580,2.0,0,0,3,7,2005,0,98106,10,10.0
9119,2015,1500000,4,3.25,3470,5222,2.0,0,0,3,10,2005,0,98033,10,6.0
9120,2014,240000,3,2.25,1500,15334,2.0,0,0,4,7,1992,0,98042,22,22.0
9121,2015,975000,3,2.5,2530,7000,2.5,0,4,3,9,1915,1999,98136,100,10.0
9122,2014,279950,5,1.75,2150,7171,1.0,0,0,4,7,1970,0,98031,44,22.0
9123,2015,405000,3,1.75,1260,7373,1.0,0,0,4,7,1979,0,98034,36,6.0
9124,2014,400000,3,2.5,2740,83199,2.0,0,4,3,9,1973,0,98032,41,22.0
9125,2014,225000,3,1.0,960,6500,1.0,0,0,4,5,1954,0,98056,60,19.0
9126,2014,250000,3,1.0,1520,7800,1.0,0,0,4,7,1967,0,98032,47,22.0
9127,2015,272950,3,2.25,1570,9096,1.0,0,0,4,7,1991,0,98022,24,21.0
9128,2014,625000,5,1.0,3240,5324,2.0,0,0,3,9,2007,0,98065,7,11.0
9129,2014,670000,3,1.75,1280,2147,1.5,0,0,4,7,1910,0,98102,104,10.0
9130,2015,1070000,3,2.5,2130,3545,3.0,0,0,5,9,1990,0,98109,25,10.0
9131,2014,540000,3,1.75,1970,8200,1.0,0,0,5,8,1963,0,98177,51,10.0
9132,2014,525000,3,2.5,2990,6725,2.0,0,0,3,9,2003,0,98059,11,19.0
9133,2015,425000,2,1.0,1160,17700,1.0,0,0,3,7,1947,0,98133,68,10.0
9134,2014,465500,3,1.75,1890,7004,1.0,0,0,3,7,1965,0,98118,49,10.0
9135,2014,443500,3,2.5,2170,5866,2.0,0,0,3,7,2006,0,98065,8,11.0
9136,2014,350000,4,2.25,1570,499571,1.0,0,3,4,7,1972,0,98022,42,21.0
9137,2014,850000,3,2.5,3260,91911,2.0,0,0,4,9,1984,0,98077,30,7.0
9138,2015,205000,3,2.25,1250,952,3.0,0,0,3,8,2008,0,98133,7,10.0
9139,2014,315000,4,2.5,1940,10200,1.0,0,0,4,8,1977,0,98042,37,22.0
9140,2014,470000,3,2.5,2150,8221,2.0,0,0,3,8,1992,0,98059,22,19.0
9141,2014,1100000,4,2.25,3310,8540,1.0,0,4,4,9,1973,0,98006,41,3.0
9142,2014,340000,3,1.75,3400,46382,1.0,0,0,3,7,1979,0,98053,35,5.0
9143,2014,310000,4,2.5,2660,12672,1.0,0,0,4,8,1960,0,98003,54,24.0
