,Unnamed: 0,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,yr_built,yr_renovated,zipcode,house_age,city_rank,PC 1,PC 2,PC 3,Cluster
13729,13729,2014,295000,4,2.25,1830,5720,2.0,0,0,3,7,2003,0,98030,11,22.0,-245705.2738209224,-6932.507174308834,3094.806777808674,2
13730,13730,2014,775000,4,4.0,3180,7650,2.0,0,0,3,8,1920,0,98115,94,10.0,234291.1217293443,-9878.891138154333,2861.595614363117,4
13731,13731,2015,380000,3,2.5,1880,6047,2.0,0,0,3,8,1993,0,98038,22,20.0,-160706.39290735446,-7469.498119230134,3054.4572110052604,2
13732,13732,2015,550000,3,1.0,1140,8180,1.0,0,0,3,7,1959,0,98005,56,3.0,9304.92657274726,-7066.593528307031,2973.868704158613,0
13733,13733,2014,199900,5,1.75,1798,11232,1.0,0,0,3,7,1967,0,98001,47,23.0,-340744.236699767,-454.20716287784944,3173.0539429746364,2
13734,13734,2014,329900,3,1.75,1670,5209,1.5,0,0,5,7,1908,0,98118,106,10.0,-210812.6075531655,-7798.686793940495,3078.516272981022,2
13735,13735,2014,898000,3,2.25,2580,11060,1.0,0,0,3,8,1964,0,98005,50,3.0,357318.17419166653,-7720.945267318009,2815.946819182288,4
13736,13736,2014,875000,4,2.25,3720,12384,1.0,0,2,5,8,1970,0,98075,44,4.0,334334.85640866467,-6160.471625474941,2839.837344420431,4
13737,13737,2014,375000,4,2.5,2790,7956,2.0,0,0,3,9,2005,0,98198,9,10.0,-165685.12612373428,-5507.639348207041,3075.711354501307,2
13738,13738,2014,365000,3,2.5,2190,5091,2.0,0,0,3,8,2004,0,98038,10,20.0,-175714.76266829553,-8272.23045959602,3066.2200481336367,2
13739,13739,2014,530000,4,2.75,2280,2850,1.5,0,0,4,7,1930,0,98115,84,10.0,-10746.177853783456,-12190.219623481411,2971.7396561194732,0
13740,13740,2015,225500,3,1.0,1100,5200,1.0,0,0,4,6,1969,0,98042,46,22.0,-315208.1297541807,-6747.786682418209,3136.224633616675,2
13741,13741,2014,318000,4,2.25,2180,7000,1.0,0,0,3,8,1969,0,98055,45,19.0,-222692.8714147614,-5885.612687689411,3102.1815947529644,2
13742,13742,2015,910000,4,2.5,2770,9798,2.0,0,0,4,9,1986,0,98027,29,8.0,369305.0444782908,-9104.423981108821,2811.8237650896203,4
13743,13743,2014,207000,3,1.0,1980,18730,1.0,0,0,4,7,1943,0,98001,71,23.0,-333568.084536461,6971.522419861604,3214.368459536096,2
13744,13744,2014,1890000,5,3.5,4180,17935,2.0,0,0,3,11,2004,0,98004,10,3.0,1349337.9796098694,-10926.868808873996,2349.3730382194713,3
13745,13745,2014,624500,6,3.0,3030,31920,1.0,0,0,4,8,1980,0,98075,34,4.0,84045.560727776,15919.035208145104,3064.913770706018,0
13746,13746,2014,640000,3,2.5,1690,1553,2.5,0,0,3,8,2007,0,98199,7,10.0,99233.74456609545,-14606.827742045825,2913.421891662784,0
13747,13747,2015,500000,3,2.0,1990,65340,2.0,0,0,3,8,1986,0,98027,29,8.0,-40109.956474371356,50599.95707495574,3279.6210037809938,0
13748,13748,2015,390000,5,1.75,2250,8970,1.0,0,0,4,7,1966,0,98034,49,6.0,-150676.56089144474,-4647.526684156403,3081.1734959385844,2
13749,13749,2014,284000,3,2.25,2080,2050,1.5,0,0,3,7,2003,0,98042,11,22.0,-256741.54032319924,-10489.933179339481,3104.8171443911556,2
13750,13750,2014,620000,3,2.0,2460,41343,1.0,0,0,4,8,1988,0,98027,26,8.0,79640.57556511177,25385.769489931343,3112.8519861282393,0
13751,13751,2015,306000,3,2.5,2588,5702,2.0,0,0,3,8,2008,0,98042,7,22.0,-234704.7034752207,-7060.591715793354,3114.3022089431943,2
13752,13752,2014,495000,4,1.75,2570,12039,1.0,0,0,3,8,1978,0,98074,36,4.0,-45650.402962382985,-2645.366901167505,3046.195529372147,0
13753,13753,2014,499950,3,2.5,2370,12753,2.0,0,0,3,7,2001,0,98019,13,17.0,-40693.7598033263,-1982.21246326095,3047.076136046055,0
13754,13754,2014,330000,3,1.0,1070,10563,1.0,0,0,3,7,1969,0,98072,45,7.0,-210659.23895245607,-2447.587808419756,3120.453215275337,2
13755,13755,2014,665000,3,2.0,1940,5820,1.5,0,0,5,7,1944,0,98107,70,10.0,124276.2229831969,-10593.670937534172,2929.924115906085,0
13756,13756,2014,850000,3,2.5,2650,2387,2.0,0,0,3,8,1920,0,98119,94,10.0,309232.7149033706,-15905.377200092216,2822.407743325296,4
13757,13757,2014,599950,4,2.5,2290,6318,2.0,0,0,4,8,1988,0,98029,26,8.0,59235.3678919309,-9433.572750521316,2969.4976792671087,0
13758,13758,2014,360000,4,2.5,2050,9143,2.0,0,0,3,8,1992,0,98166,22,10.0,-180673.5503273296,-4170.119164221048,3106.6900185331688,2
13759,13759,2014,699000,3,2.5,2680,5497,2.0,0,0,3,9,2001,0,98052,13,5.0,158272.42842153274,-11260.49225011152,2918.1347485852866,4
13760,13760,2015,475000,3,1.75,1520,8100,1.0,0,0,5,6,1945,0,98117,70,10.0,-65691.21001135798,-6383.390489060932,3041.9687551962156,0
13761,13761,2014,575000,3,2.0,2690,435600,2.0,0,0,3,8,1992,0,98070,22,13.0,38650.46934329053,420075.0437383379,4949.29579318087,0
13762,13762,2014,345000,2,1.5,1180,844,2.0,0,0,3,7,2005,0,98144,9,10.0,-195758.62260106052,-12318.218390819795,3076.821462813672,2
13763,13763,2015,367950,4,2.5,3030,9500,2.0,0,0,3,8,1989,0,98001,26,23.0,-172718.6233626024,-3891.578135734134,3113.4279125530848,2
13764,13764,2014,374500,3,2.25,1400,11400,2.0,0,0,3,8,1984,0,98028,30,14.0,-166152.5202782653,-2062.250524842313,3112.674675656664,2
13765,13765,2014,607500,4,2.5,3000,8100,2.0,0,0,3,8,1992,0,98125,22,10.0,66804.32535162834,-7726.76893296583,2984.7931475802225,0
13766,13766,2014,374000,3,1.0,1200,9800,1.0,0,0,4,7,1971,0,98072,43,7.0,-166669.1057123293,-3657.565947268718,3106.735172303058,2
13767,13767,2014,390000,3,1.0,1000,6947,1.0,0,0,3,7,1947,0,98125,67,10.0,-150699.30644805246,-6673.530343870633,3085.501785131644,2
13768,13768,2015,705000,4,3.25,2740,5339,2.5,0,0,3,9,2004,0,98103,11,10.0,164270.61174064482,-11479.379531568178,2923.565966579923,4
13769,13769,2014,467000,3,2.5,1990,4978,2.0,0,0,3,8,2004,0,98065,10,11.0,-73721.6850063758,-9422.750583713409,3042.992909361608,0
13770,13770,2014,243500,3,3.0,2110,7794,1.0,0,0,3,6,1981,0,98198,33,10.0,-297180.9403514664,-4334.649149716714,3173.12264062505,2
13771,13771,2014,593000,3,2.75,1830,1850,2.0,0,0,3,10,2011,0,98027,3,8.0,52239.52711674678,-13831.80871317571,2964.746431437356,0
13772,13772,2014,223000,3,1.0,940,7980,1.0,0,0,3,6,1961,0,98146,53,10.0,-317680.0081056271,-3943.106011887526,3181.5111641165445,2
13773,13773,2015,574000,4,2.5,2980,10179,2.0,0,2,3,9,2003,0,98038,12,20.0,33327.210661569065,-5307.425525895418,3019.584147165944,0
13774,13774,2014,400000,3,2.0,2260,11305,1.0,0,0,3,7,1986,0,98055,28,19.0,-140653.33232726666,-2414.4319591705607,3112.7407969709334,2
13775,13775,2014,772000,4,2.75,3470,70131,1.0,0,0,4,8,1962,0,98005,52,3.0,231926.8469140722,52629.05375557738,3194.9226166717413,4
13776,13776,2015,593777,3,1.75,1510,10450,1.0,0,0,4,7,1964,0,98052,51,5.0,53103.33348931661,-5241.074128359734,3007.1606785696763,0
13777,13777,2014,539500,4,3.5,2710,5722,2.0,0,0,4,8,1997,0,98108,17,10.0,-1216.721819738596,-9414.105684885444,3019.9195675425913,0
13778,13778,2015,550000,3,2.5,2080,2625,2.0,0,0,3,8,2006,0,98029,9,8.0,9250.137812355631,-12619.162808262852,2998.632880757449,0
13779,13779,2014,265000,2,2.0,1860,10856,1.0,0,0,3,8,1952,0,98178,62,10.0,-275651.3997833617,-1492.056410350343,3183.839063668446,2
13780,13780,2014,428000,3,1.75,2120,9350,1.0,0,0,3,7,1979,0,98072,35,7.0,-112674.93771131994,-4654.313189385735,3094.68456140618,0
13781,13781,2015,505000,3,2.0,1110,8375,1.0,0,0,5,7,1951,0,98115,64,10.0,-35690.723523553606,-6414.467886842271,3046.924738041951,0
13782,13782,2014,925000,5,5.5,5190,12637,2.0,0,2,3,11,2001,0,98065,13,11.0,384337.3624458128,-6412.411223566767,2867.4864255183243,4
13783,13783,2015,230000,3,1.75,1520,15344,1.0,0,0,3,8,1968,0,98023,47,24.0,-310604.51289952215,3350.6319871157507,3225.0444928888687,2
13784,13784,2014,695000,4,2.5,2650,9990,2.0,0,0,3,10,1990,0,98029,24,8.0,154318.26594274485,-6727.306690841991,2965.583078345407,4
13785,13785,2015,700000,4,2.75,3350,7857,2.0,0,2,3,9,2004,0,98065,11,11.0,159297.54841782225,-8909.30727230794,2957.291553791255,4
13786,13786,2015,712500,3,1.75,1770,2800,1.5,0,0,3,7,1914,0,98103,101,10.0,171742.71269904016,-14096.898247951822,2921.7258557280425,4
13787,13787,2015,480000,3,2.5,2200,4692,2.0,0,0,3,8,2005,0,98011,10,12.0,-60724.90770060907,-9840.449606811053,3053.8591660827956,0
13788,13788,2014,470000,3,2.5,2000,8424,1.0,0,0,4,7,1968,0,98034,46,6.0,-70686.79469206862,-6007.532315080055,3076.1565477392296,0
13789,13789,2014,335000,3,1.75,1730,15003,1.0,0,0,3,7,1980,0,98014,34,15.0,-205613.2045754273,1942.7456874543325,3176.01530734868,2
13790,13790,2015,270000,3,1.5,1300,7907,1.0,0,0,3,7,1970,0,98030,45,22.0,-270682.614824234,-4493.076172078302,3176.3995565178298,2
13791,13791,2015,810000,5,3.25,2950,67475,1.0,0,0,3,8,1981,2004,98072,34,7.0,269897.19998285,49585.51393388887,3173.1585440977706,4
13792,13792,2014,589000,3,3.0,1720,954,3.0,0,0,3,8,2006,0,98119,8,10.0,48230.44977776072,-14687.466093252822,2983.237939238193,0
13793,13793,2014,415000,2,1.0,880,4558,1.0,0,0,3,7,1951,0,98115,63,10.0,-125725.11835472431,-9316.92424043889,3087.1250890777405,2
13794,13794,2015,197000,4,2.25,1790,13200,1.0,0,0,3,7,1979,0,98058,36,19.0,-343624.0660773254,1542.8374733498592,3244.5310093933294,2
13795,13795,2014,235500,3,1.5,1380,7600,1.0,0,0,4,7,1971,0,98003,43,24.0,-305183.7531303703,-4449.16580264993,3198.2203549976166,2
13796,13796,2015,460000,3,2.25,1530,1840,2.0,0,0,3,8,2008,0,98144,7,10.0,-80754.00021374883,-12490.63893751236,3057.3032682395456,0
13797,13797,2014,572500,5,1.75,2330,4947,1.0,0,0,4,8,1955,0,98136,59,10.0,31772.98444042064,-10525.54236908924,3017.5613982317595,0
13798,13798,2014,302000,5,2.0,1540,9629,1.0,0,0,4,7,1960,0,98059,54,19.0,-238666.3944670814,-3095.948776501186,3176.7028259702033,2
13799,13799,2014,870000,3,2.5,3210,8630,2.0,0,0,4,10,1990,0,98033,24,6.0,329296.1038422069,-9864.916720534733,2886.1166633895245,4
13800,13800,2014,485000,3,1.0,1130,5758,1.0,0,0,3,7,1939,0,98199,75,10.0,-55716.21246917078,-8828.03749665648,3064.3922529634488,0
13801,13801,2015,240000,3,2.0,1460,7526,1.0,0,0,3,7,1968,0,98003,47,24.0,-300684.60204715625,-4568.740047104911,3201.8890795446455,2
13802,13802,2014,383000,3,1.75,1410,7215,1.0,0,0,3,7,1967,0,98034,47,6.0,-157695.47317667684,-6333.538082169322,3127.1614964558235,2
13803,13803,2014,750000,4,2.75,1750,5080,1.5,0,0,3,8,1903,0,98122,111,10.0,209263.85937633165,-12198.388641765625,2929.605731498096,4
13804,13804,2014,409950,2,1.75,1370,5125,1.0,0,0,5,6,1944,0,98103,70,10.0,-130768.22178976556,-8697.484923702328,3105.4319338662403,2
13805,13805,2014,246000,3,1.5,1780,23819,1.0,0,0,3,7,1953,0,98168,61,10.0,-294518.7638292845,11662.934879897442,3278.560062099813,2
13806,13806,2015,860000,4,1.75,1890,4500,2.0,0,0,5,7,1937,0,98115,78,10.0,319252.3479815549,-13896.242422778843,2873.6323781066394,4
13807,13807,2014,339950,3,2.25,1630,12295,2.0,0,0,4,7,1985,0,98058,29,19.0,-200691.15894385058,-815.72968815782,3178.6557820146036,2
13808,13808,2014,315000,5,1.75,2320,8100,1.0,0,0,4,7,1956,0,98166,58,10.0,-225681.2557128069,-4755.173891835882,3176.3346125739426,2
13809,13809,2014,698000,3,2.5,2580,4636,2.0,0,0,3,9,2006,0,98074,8,4.0,157263.5785363444,-12111.745557524964,2964.295749129281,4
13810,13810,2014,419000,2,2.5,1470,2034,2.0,0,0,4,8,1985,0,98007,29,3.0,-121749.9407187946,-11880.049363199341,3093.134553028562,2
13811,13811,2015,372000,3,1.0,2298,10140,1.0,0,0,3,7,1969,0,98052,46,5.0,-168663.59656890083,-3294.796380971936,3159.055053173857,2
13812,13812,2014,425000,3,2.5,1960,4709,2.0,0,0,3,7,2003,0,98065,11,11.0,-115722.21279699,-9265.045977635069,3106.3920639068006,0
13813,13813,2014,386500,3,2.25,2950,8036,1.5,0,0,3,8,1963,0,98125,51,10.0,-154184.60994248526,-5544.500741321295,3146.7296417840644,2
13814,13814,2014,348000,2,1.0,670,7312,1.0,0,0,3,5,1942,0,98125,72,10.0,-192693.91485817262,-5882.613422715268,3154.4957514456028,2
13815,13815,2015,754000,5,3.5,3020,15305,2.0,0,0,3,10,1978,0,98040,37,2.0,213369.80380370808,-2011.6731176265525,2991.8669307105315,4
13816,13816,2014,269950,4,3.0,2390,7309,2.0,0,0,4,7,1944,1981,98002,70,23.0,-270736.4909509741,-5088.074188409756,3200.6570000840966,2
13817,13817,2014,891500,3,2.5,3090,20785,2.0,0,0,4,10,1991,0,98075,23,4.0,350918.29439074895,2070.3498108146305,2947.9890206604277,4
13818,13818,2014,349950,4,1.75,1780,5000,1.0,0,0,5,7,1903,0,98108,111,10.0,-190765.56858378937,-8211.611274029374,3151.6368638670847,2
13819,13819,2014,360000,2,1.0,1420,81892,1.0,0,0,3,7,1956,0,98055,58,19.0,-179935.23178143022,68572.34988617766,3497.2550403301575,2
13820,13820,2014,975000,4,2.25,2420,15482,2.0,0,0,4,8,1925,1997,98004,89,3.0,434359.0490962305,-4082.841905574791,2876.769034203985,4
13821,13821,2014,449250,4,2.0,1480,3844,1.5,0,0,5,7,1928,0,98133,86,10.0,-91483.13590687372,-10377.728306833214,3096.6609036569575,0
13822,13822,2014,350000,4,2.25,2190,3850,2.0,0,0,3,7,2006,0,98059,8,19.0,-190726.53727554757,-9361.05330837543,3152.3233249037003,2
13823,13823,2015,790000,4,1.75,1820,6137,1.5,0,3,4,7,1911,0,98107,104,10.0,249272.6023083365,-11548.002182084145,2934.0266294508856,4
13824,13824,2014,990000,3,1.75,1810,24586,1.0,0,4,4,9,1983,0,98040,31,2.0,449449.4340484346,4866.65410634876,2915.7857565914956,4
13825,13825,2014,834000,3,2.25,2550,4089,2.0,0,0,3,9,1983,0,98112,31,10.0,293250.7235633421,-14041.391251383739,2907.160096366226,4
13826,13826,2014,466950,3,1.0,1360,3880,1.0,0,0,3,7,1963,0,98117,51,10.0,-73783.92128714504,-10521.971621638066,3092.204428720175,0
13827,13827,2014,262500,3,1.75,2259,26831,1.5,0,3,5,7,1908,0,98001,106,23.0,-277988.1793452419,14508.090906313517,3307.7573201302876,2
13828,13828,2014,762300,4,2.5,3880,14550,2.0,0,0,3,10,1987,0,98074,27,4.0,221663.2020567291,-2848.976906694603,3000.8431780375045,4
13829,13829,2015,733000,6,2.75,2730,5000,1.0,0,0,3,8,1962,0,98107,53,10.0,192265.6840694722,-12103.302865407246,2968.385813649317,4
13830,13830,2015,439000,4,2.5,2800,17279,1.0,0,2,3,7,1957,0,98028,58,14.0,-101593.72056675164,3163.7743881482484,3178.09892807199,0
13831,13831,2014,1160000,5,3.25,4290,7019,2.5,0,0,4,10,1927,0,98112,87,10.0,619266.179180314,-14421.392220513622,2765.041696968995,4
13832,13832,2014,420000,3,2.5,1770,3993,2.0,0,0,3,8,1999,0,98074,15,4.0,-120729.54744505114,-9930.725559782106,3124.8836460945045,2
13833,13833,2014,549000,3,2.25,1920,10961,2.0,0,0,3,8,1981,0,98074,33,4.0,8334.65961839949,-4274.1894221545635,3091.49376240481,0
13834,13834,2014,518000,4,2.5,2320,4000,1.5,0,0,5,8,1905,0,98122,109,10.0,-22733.735974706997,-10918.648080507657,3078.3331485487715,0
13835,13835,2014,695000,4,2.5,2961,12146,2.0,0,0,3,9,1998,0,98075,16,4.0,154340.74766235315,-4570.933414056319,3027.786243860847,4
13836,13836,2015,485000,3,2.5,1680,7385,2.0,0,0,3,8,1988,0,98074,27,4.0,-55698.69342144914,-7199.9508124556605,3110.292905449556,0
13837,13837,2014,280000,3,1.75,1590,27200,1.5,0,0,4,6,1926,0,98038,88,20.0,-260486.530702533,14697.494496005904,3307.5236268251324,2
13838,13838,2015,306500,2,1.0,1420,16400,1.5,0,0,4,6,1943,0,98023,72,24.0,-234098.0081502666,3628.395021240822,3244.753747422376,2
13839,13839,2015,720000,2,1.0,1370,9460,1.0,0,0,3,6,1950,0,98004,65,3.0,179309.32687711503,-7514.769364933428,2999.611214511083,4
13840,13840,2014,277500,3,2.5,2620,4558,2.0,0,3,3,7,2010,0,98022,4,21.0,-263214.7137992819,-7915.123308577167,3212.9832996150876,2
13841,13841,2014,649000,3,2.0,1810,17006,2.0,1,4,3,8,1913,1987,98166,101,10.0,108390.85361469403,753.4561298479603,3070.9918173516135,0
13842,13842,2015,3400000,4,3.5,4730,47870,1.0,1,4,3,10,1954,0,98033,61,6.0,2859562.7442414686,3656.9358512862536,1804.0658895452066,1
13843,13843,2014,267800,2,1.0,700,6000,1.0,0,0,4,6,1949,0,98155,65,10.0,-272902.9084203424,-6379.3078554609465,3219.194843183416,2
13844,13844,2015,625000,4,2.75,2390,6979,2.0,0,0,3,8,1993,0,98029,22,8.0,84290.9665520141,-9027.42110552806,3046.9768227348113,0
13845,13845,2014,600000,4,2.5,2070,8127,1.5,0,0,3,9,1924,2003,98125,90,10.0,59303.68319756007,-7626.2297702647265,3060.9297128806315,0
13846,13846,2014,395000,4,2.0,1780,8149,1.5,0,0,4,7,1948,0,98155,66,10.0,-145685.95172943798,-5520.911562614751,3170.7656090217865,2
13847,13847,2015,212000,4,2.5,1900,21780,1.5,0,0,3,7,1940,1987,98198,75,10.0,-328537.16940597125,9969.719031672297,3325.649776259365,2
13848,13848,2014,425000,2,1.0,1040,4040,1.0,0,0,3,7,1928,0,98117,86,10.0,-115730.61022747222,-9936.412797953264,3135.222614754604,0
13849,13849,2015,870000,4,1.75,2370,5000,1.5,0,2,3,8,1919,0,98103,96,10.0,329257.7585438529,-13496.96337473124,2915.7709591203825,4
13850,13850,2015,420000,3,2.5,1970,3667,2.0,0,0,3,7,2004,0,98065,11,11.0,-120732.50158782903,-10256.299787379214,3142.2655104003893,2
13851,13851,2015,800000,4,2.25,2120,9921,2.0,0,0,3,8,1981,0,98027,34,8.0,259311.0688629652,-7865.288015670375,2975.5616932769494,4
13852,13852,2015,575000,3,2.5,1960,9535,2.0,0,0,3,8,1989,0,98011,26,12.0,34318.859750560885,-5964.38251698177,3090.6972506852508,0
13853,13853,2014,915000,3,3.25,2660,4000,2.0,0,0,3,9,2003,0,98122,11,10.0,374245.7071682531,-14953.664381693976,2893.298648032074,4
13854,13854,2014,400000,3,2.25,1180,14258,2.0,0,0,3,7,1987,0,98034,27,6.0,-140625.17596387977,535.3922296597054,3201.5740601868397,2
13855,13855,2014,750000,3,2.5,2390,6550,1.0,0,2,4,8,1955,0,98116,59,10.0,209279.94709686565,-10727.165674325772,2991.1794574397304,4
13856,13856,2014,235000,3,1.0,1250,7592,1.0,0,0,5,7,1961,0,98042,53,22.0,-305684.00784332445,-4452.6844799467035,3258.860365494251,2
13857,13857,2014,599950,5,3.0,2600,13674,1.0,0,0,5,8,1967,0,98125,47,10.0,59310.7208802059,-2077.775196121344,3104.3944002997996,0
13858,13858,2015,481203,2,1.0,940,3800,1.0,0,0,3,7,1929,0,98115,86,10.0,-59533.21624518242,-10748.024930470085,3114.5767609815007,0
13859,13859,2014,1820000,5,3.0,3880,13000,2.0,0,0,3,10,1972,2003,98040,42,2.0,1279291.3584332217,-15151.289199967163,2473.0060216563525,3
13860,13860,2014,379000,3,2.5,1530,2913,2.0,0,0,4,7,1986,0,98033,28,6.0,-161738.74635746997,-10594.568603928648,3168.132995668564,2
13861,13861,2014,626000,3,1.75,2430,5000,2.0,0,0,4,7,1945,0,98117,69,10.0,85270.87636222078,-11016.45616852001,3054.496504899976,0
13862,13862,2014,535000,2,1.0,1030,4841,1.0,0,0,3,7,1939,0,98103,75,10.0,-5728.343754325732,-10253.771236729925,3095.868558002224,0
13863,13863,2014,1230000,4,2.5,2740,16007,2.0,0,0,3,9,1984,0,98039,30,1.0,689351.0958177965,-6149.464093801134,2795.2605947344027,3
13864,13864,2014,410000,2,1.5,1180,1034,2.0,0,0,3,7,2001,0,98115,13,10.0,-130760.10891157757,-12789.460781505872,3146.0038810529095,2
13865,13865,2015,940000,4,2.5,3090,9238,1.0,0,3,4,8,1967,0,98006,48,3.0,399298.37204751495,-9969.142333113481,2918.0641629888464,4
13866,13866,2014,326250,3,1.0,1060,9663,1.0,0,0,3,7,1967,0,98034,47,6.0,-214418.1515832145,-3309.9396991086387,3230.236387379483,2
13867,13867,2014,200000,2,1.0,790,5985,1.0,0,0,3,6,1944,0,98178,70,10.0,-340699.2778802538,-5704.971961310574,3278.6310085512528,2
13868,13868,2014,880000,4,2.5,3070,8250,1.0,0,0,5,8,1958,0,98005,56,3.0,339291.4950336501,-10347.202026224428,2947.5342873297855,4
13869,13869,2014,370000,2,2.0,2100,58488,2.0,0,0,3,9,2005,0,98014,9,15.0,-170172.41804248613,45069.648235789646,3438.180959313329,2
13870,13870,2014,190000,2,2.5,1100,1737,2.0,0,0,3,8,2006,0,98055,8,19.0,-350741.3734380302,-9850.276288160858,3268.8648108754364,2
13871,13871,2015,160000,2,1.0,1070,4200,1.0,0,0,4,6,1983,0,98002,32,23.0,-380714.7931666118,-7082.537721680829,3296.4876863534805,2
13872,13872,2014,625000,4,3.0,2190,12825,1.0,0,0,3,9,1989,0,98034,25,6.0,84350.0453576479,-3182.416510711772,3100.8137281519216,0
13873,13873,2015,590000,4,3.5,3450,6873,2.0,0,0,3,10,2004,0,98058,11,19.0,49293.62741363123,-8775.181892429497,3098.217300734149,0
13874,13874,2014,575000,3,2.5,2070,3599,2.0,0,0,3,8,1999,0,98033,15,6.0,34258.731491527265,-11899.832801510165,3086.072110790247,0
13875,13875,2014,470000,2,1.0,1190,5200,1.0,0,0,5,7,1912,0,98103,102,10.0,-70720.94361332015,-9233.701036078159,3144.823701313485,0
13876,13876,2015,130000,2,1.0,600,1500,1.0,0,0,4,4,1900,0,98027,115,8.0,-410741.4586185068,-9478.56553940806,3302.509807712601,2
13877,13877,2015,229000,3,1.0,940,8400,1.0,0,0,3,7,1958,0,98056,57,19.0,-311676.00987102336,-3584.5940984850336,3285.3156207028896,2
13878,13878,2014,279900,3,1.0,1280,12928,1.5,0,0,3,6,1942,0,98023,72,24.0,-260732.10533316867,426.5042787263207,3282.0680971332417,2
13879,13879,2014,307000,3,1.0,1370,7500,1.0,0,0,3,7,1960,0,98014,54,15.0,-233688.5595884122,-5276.414818405956,3244.6526395121678,2
13880,13880,2014,399950,3,1.75,2450,15001,1.0,0,0,3,7,1989,0,98014,25,15.0,-140665.38200477496,1281.8173680812204,3236.475700297075,2
13881,13881,2014,405000,4,2.25,1970,15743,1.0,0,0,3,7,1962,0,98011,52,12.0,-135608.95140319155,1971.2621148174376,3236.127550295249,2
13882,13882,2014,539950,4,2.75,2910,9000,1.0,0,0,4,8,1966,0,98006,48,3.0,-733.0292809308753,-6140.875586520693,3140.466362178339,0
13883,13883,2014,129000,2,1.0,760,5240,1.0,0,0,3,6,1949,0,98032,65,22.0,-411703.10912462097,-5728.284687971498,3327.8979949414615,2
13884,13884,2014,340000,3,1.75,1270,8422,1.0,0,0,3,7,1967,0,98011,47,12.0,-200681.1208103087,-4690.205724420388,3236.349294026903,2
13885,13885,2014,214950,3,1.75,1570,4875,1.0,0,0,4,7,1977,0,98042,37,22.0,-325759.9787827813,-6965.041897154358,3287.245848828444,2
13886,13886,2014,450000,4,2.75,2310,5650,1.0,0,2,3,8,1952,2012,98118,62,10.0,-90713.05457139971,-8577.824854467412,3169.4000764927855,0
13887,13887,2015,515000,3,1.75,1900,5000,1.0,0,0,4,7,1925,0,98106,90,10.0,-25724.124184198627,-9889.474224102592,3135.680924042959,0
13888,13888,2014,1400000,4,2.25,3780,5160,2.0,0,0,4,9,1907,0,98112,107,10.0,859233.6230767198,-18721.52556336824,2686.9653668816445,3
13889,13889,2014,230000,3,1.0,1060,9946,1.0,0,0,4,7,1956,0,98188,58,10.0,-310660.1350911154,-2048.6459405377573,3304.369876644492,2
13890,13890,2014,681000,3,1.75,1880,10032,1.0,0,0,4,8,1984,0,98006,30,3.0,140318.13793575182,-6545.341054350175,3075.6943517669943,0
13891,13891,2014,255000,3,1.0,1160,8636,1.0,0,0,3,6,1923,0,98146,91,10.0,-285674.6057723483,-3612.4637267527246,3287.8026151416493,2
13892,13892,2015,580000,2,1.0,860,4013,1.0,0,0,3,7,1925,0,98103,90,10.0,39260.55757188265,-11539.722196336763,3098.0098294045447,0
13893,13893,2015,295000,2,2.0,1590,8000,1.0,0,0,3,7,1984,0,98055,31,19.0,-245682.44585312286,-4653.995113203463,3268.1459471766116,2
13894,13894,2014,286000,2,1.0,1170,6543,1.0,0,0,3,7,1913,0,98136,101,10.0,-254697.51186381257,-6020.450909854641,3265.2041229014358,2
13895,13895,2015,425000,3,1.5,1190,8100,1.0,0,0,3,7,1947,0,98125,68,10.0,-115689.06082789402,-5876.528856806093,3201.4511809185465,0
13896,13896,2014,170000,2,1.0,1300,11400,1.0,0,0,3,7,1961,0,98003,53,24.0,-370641.7331925913,15.778612694304348,3350.149777224449,2
13897,13897,2014,380000,3,2.0,1660,8281,1.0,0,0,3,7,1949,0,98136,65,10.0,-160683.99716696132,-5236.957258455076,3229.6240690750983,2
13898,13898,2015,506000,3,2.0,1160,6120,1.0,0,0,3,7,1947,0,98115,68,10.0,-34713.55384994729,-8679.90196033356,3153.3102701838916,0
13899,13899,2014,315000,3,2.5,1950,9618,2.0,0,0,3,7,1992,0,98031,22,22.0,-225666.43277343988,-3238.5630488745865,3272.7451735935574,2
13900,13900,2014,449950,4,2.5,2470,3811,2.0,0,0,3,8,1999,0,98065,15,11.0,-90781.73440338612,-10415.786747392527,3179.5529285414486,0
13901,13901,2015,255000,3,1.0,1430,12420,1.0,0,0,3,7,1964,0,98056,51,19.0,-285635.6673765518,171.91640201111497,3316.334155302396,2
13902,13902,2014,289000,3,2.5,1970,9607,2.0,0,0,3,7,1988,0,98001,26,23.0,-251665.12193375122,-2985.2162234641705,3289.2452561696346,2
13903,13903,2014,389000,3,1.75,1400,10018,1.0,0,0,4,7,1962,0,98027,52,8.0,-151667.27497626055,-3592.2009535304082,3237.8035206075087,2
13904,13904,2014,327000,3,1.5,1510,344124,1.0,0,2,4,7,1964,0,98022,50,21.0,-210268.0430029686,331122.5697725593,4797.740791618786,2
13905,13905,2014,2890000,7,3.0,5350,14400,2.5,0,0,4,10,1910,0,98112,104,10.0,2349250.869418336,-24625.205982083928,1980.9805683417512,1
